id,seasondrill_id,type,ordering,start_date,end_date,description,comment,checked_out,checked_out_time,published
1908,274,20,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1909,274,21,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1910,274,19,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1911,274,14,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1912,274,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1913,274,18,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1914,274,8,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1915,262,41,1738,NULL,NULL,,,0,0000-00-00 00:00:00,1
1916,283,12,1739,NULL,NULL,,,0,0000-00-00 00:00:00,1
1917,283,1,1740,NULL,NULL,,,0,0000-00-00 00:00:00,1
1918,283,2,1741,NULL,NULL,,,0,0000-00-00 00:00:00,1
1919,283,3,1742,NULL,NULL,,,0,0000-00-00 00:00:00,1
1920,283,4,1743,NULL,NULL,,,0,0000-00-00 00:00:00,1
1921,283,6,1744,NULL,NULL,,,0,0000-00-00 00:00:00,1
1923,283,13,1746,NULL,NULL,,,0,0000-00-00 00:00:00,1
1924,283,7,1747,NULL,NULL,,,0,0000-00-00 00:00:00,1
1925,283,8,1748,NULL,NULL,,,0,0000-00-00 00:00:00,1
1926,290,129,1749,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1927,290,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1928,290,2,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1929,290,3,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1930,290,4,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1931,290,5,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1932,290,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1933,290,7,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1934,290,8,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1936,291,129,1759,0000-00-00 00:00:00,0,,,0,6/9/2016 14:33,0
1937,284,1,1760,NULL,NULL,,,0,0000-00-00 00:00:00,1
1943,269,129,1767,0000-00-00 00:00:00,0,,,0,6/12/2016 21:20,1
1941,284,13,1764,NULL,NULL,,,0,0000-00-00 00:00:00,1
1939,284,8,1766,NULL,NULL,,,0,0000-00-00 00:00:00,1
1940,284,7,1765,NULL,NULL,,,0,0000-00-00 00:00:00,1
1942,284,6,1761,NULL,NULL,,,0,0000-00-00 00:00:00,1
1944,269,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1945,269,2,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1946,269,3,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1947,269,4,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1948,269,5,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1949,269,6,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1950,269,7,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1951,269,8,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1952,262,45,1776,NULL,NULL,,,0,0000-00-00 00:00:00,0
1953,310,129,1778,0000-00-00 00:00:00,0,,,0,6/17/2016 15:06,0
1954,310,42,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,0
1955,310,44,1779,0000-00-00 00:00:00,0,,,0,6/17/2016 15:08,0
1956,279,129,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1957,279,1,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1958,279,12,1763,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1959,279,5,4,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1960,279,4,4,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1961,279,2,3,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1962,279,3,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1968,279,55,1789,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1963,279,16,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1964,279,14,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1965,279,18,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1966,279,68,1787,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1967,279,48,1788,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1969,285,1,1790,NULL,NULL,,,0,0000-00-00 00:00:00,1
1970,285,2,1791,NULL,NULL,,,0,0000-00-00 00:00:00,1
1971,285,3,1792,NULL,NULL,,,0,0000-00-00 00:00:00,1
1973,285,4,1793,NULL,NULL,,,0,0000-00-00 00:00:00,1
1975,285,5,1794,NULL,NULL,,,0,0000-00-00 00:00:00,1
1976,285,6,1795,NULL,NULL,,,0,0000-00-00 00:00:00,1
1977,285,13,1796,NULL,NULL,,,0,0000-00-00 00:00:00,1
1978,285,7,1797,NULL,NULL,,,0,0000-00-00 00:00:00,1
1979,285,8,1798,NULL,NULL,,,0,0000-00-00 00:00:00,1
1980,299,27,1799,NULL,NULL,,,0,0000-00-00 00:00:00,1
1981,299,23,1800,NULL,NULL,,,0,0000-00-00 00:00:00,1
1982,299,12,1801,NULL,NULL,,,0,0000-00-00 00:00:00,1
1983,299,20,1802,NULL,NULL,,,0,0000-00-00 00:00:00,1
1984,299,24,1803,NULL,NULL,,,0,0000-00-00 00:00:00,1
1985,299,21,1805,NULL,NULL,,,0,0000-00-00 00:00:00,1
1986,299,19,1806,NULL,NULL,,,0,0000-00-00 00:00:00,1
1987,299,25,1807,NULL,NULL,,,0,0000-00-00 00:00:00,1
1988,299,26,1808,NULL,NULL,,,0,0000-00-00 00:00:00,1
1989,299,6,1809,NULL,NULL,,,0,0000-00-00 00:00:00,1
1990,298,27,1810,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1991,298,23,1811,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1992,298,12,1812,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1993,298,20,1813,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1994,298,21,1815,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1995,298,24,1814,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1996,270,129,1,0000-00-00 00:00:00,0,,,0,6/20/2016 13:14,1
1997,292,129,1816,0000-00-00 00:00:00,0,,,0,6/20/2016 13:18,1
1998,309,1,1817,0000-00-00 00:00:00,0,,,0,6/25/2016 12:44,1
1999,309,2,1818,0000-00-00 00:00:00,0,,,0,6/25/2016 12:44,1
2000,309,3,1819,0000-00-00 00:00:00,0,,,0,6/25/2016 12:44,1
2001,309,4,1820,0000-00-00 00:00:00,0,,,0,6/25/2016 12:44,1
2002,309,5,1821,0000-00-00 00:00:00,0,,,0,6/25/2016 12:44,1
2003,309,6,1822,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2004,309,7,1823,0000-00-00 00:00:00,0,,,0,6/25/2016 12:45,1
2005,309,8,1824,0000-00-00 00:00:00,0,,,0,6/25/2016 12:46,1
2006,300,27,1825,NULL,NULL,,,0,0000-00-00 00:00:00,1
2007,300,23,1826,NULL,NULL,,,0,0000-00-00 00:00:00,1
2008,300,12,1827,NULL,NULL,,,0,0000-00-00 00:00:00,1
2009,300,20,1828,NULL,NULL,,,0,0000-00-00 00:00:00,1
2010,300,24,1829,NULL,NULL,,,0,0000-00-00 00:00:00,1
2011,300,21,1830,NULL,NULL,,,0,0000-00-00 00:00:00,1
2012,300,19,1831,NULL,NULL,,,0,0000-00-00 00:00:00,1
2013,300,25,1832,NULL,NULL,,,0,0000-00-00 00:00:00,1
2014,300,26,1833,NULL,NULL,,,0,0000-00-00 00:00:00,1
2015,300,6,1835,NULL,NULL,,,0,0000-00-00 00:00:00,1
2016,280,129,1836,0000-00-00 00:00:00,0,,,0,6/30/2016 15:14,1
2017,271,129,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2023,280,3,1839,NULL,NULL,,,0,0000-00-00 00:00:00,1
2022,280,2,1838,NULL,NULL,,,0,6/30/2016 22:46,1
2021,280,1,1837,NULL,NULL,,,0,0000-00-00 00:00:00,1
2024,280,4,1840,NULL,NULL,,,0,0000-00-00 00:00:00,1
2025,280,5,1841,NULL,NULL,,,0,0000-00-00 00:00:00,1
2026,280,6,1842,NULL,NULL,,,0,0000-00-00 00:00:00,1
2027,280,7,1843,NULL,NULL,,,0,0000-00-00 00:00:00,1
2028,280,8,1844,NULL,NULL,,,0,0000-00-00 00:00:00,1
2029,275,129,1845,0000-00-00 00:00:00,0,,,0,7/3/2016 16:30,1
2030,293,129,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2031,292,1,1847,0000-00-00 00:00:00,0,,,0,7/9/2016 13:29,1
2032,270,1,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2059,270,13,8,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2058,270,5,6,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2057,270,4,5,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2056,304,8,1856,NULL,NULL,,,0,0000-00-00 00:00:00,1
2055,304,7,1855,NULL,NULL,,,0,0000-00-00 00:00:00,1
2054,304,6,1854,NULL,NULL,,,0,0000-00-00 00:00:00,1
2053,304,5,1853,NULL,NULL,,,0,0000-00-00 00:00:00,1
2052,304,4,1852,NULL,NULL,,,0,0000-00-00 00:00:00,1
2051,304,3,1851,NULL,NULL,,,0,0000-00-00 00:00:00,1
2050,304,2,1850,NULL,NULL,,,0,0000-00-00 00:00:00,1
2049,304,1,1849,NULL,NULL,,,0,0000-00-00 00:00:00,1
2048,270,3,4,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2047,270,2,3,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2060,270,6,7,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2061,270,7,9,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2064,270,8,10,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2065,286,6,1865,NULL,NULL,,,0,0000-00-00 00:00:00,1
2066,286,1,1866,NULL,NULL,,,0,0000-00-00 00:00:00,1
2067,286,8,1867,NULL,NULL,,,0,0000-00-00 00:00:00,1
2068,286,13,1868,NULL,NULL,,,0,0000-00-00 00:00:00,1
2069,286,7,1869,NULL,NULL,,,0,0000-00-00 00:00:00,1
2072,298,19,1870,NULL,NULL,,,0,0000-00-00 00:00:00,1
2073,298,25,1871,NULL,NULL,,,0,0000-00-00 00:00:00,1
2074,298,26,1872,NULL,NULL,,,0,0000-00-00 00:00:00,1
2075,298,6,1873,NULL,NULL,,,0,0000-00-00 00:00:00,1
2076,272,129,1874,0000-00-00 00:00:00,0,,,0,7/14/2016 15:17,1
2077,275,1,1875,NULL,NULL,,,0,7/16/2016 12:31,1
2078,275,2,1876,NULL,NULL,,,0,7/16/2016 12:36,1
2079,275,3,1877,NULL,NULL,,,0,7/16/2016 12:44,1
2080,271,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2081,271,2,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2082,271,3,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2083,271,4,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2084,271,5,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2085,271,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2087,271,7,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2088,271,8,1885,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2089,294,129,1886,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2090,301,27,1888,NULL,NULL,,,0,0000-00-00 00:00:00,1
2091,301,23,1889,NULL,NULL,,,0,0000-00-00 00:00:00,1
2093,301,12,1890,NULL,NULL,,,0,0000-00-00 00:00:00,1
2094,301,20,1891,NULL,NULL,,,0,0000-00-00 00:00:00,1
2095,301,24,1892,NULL,NULL,,,0,0000-00-00 00:00:00,1
2096,301,21,1893,NULL,NULL,,,0,0000-00-00 00:00:00,1
2097,301,19,1894,NULL,NULL,,,0,0000-00-00 00:00:00,1
2098,301,25,1895,NULL,NULL,,,0,0000-00-00 00:00:00,1
2099,301,26,1896,NULL,NULL,,,0,0000-00-00 00:00:00,1
2100,301,6,1898,NULL,NULL,,,0,0000-00-00 00:00:00,1
2101,301,129,1887,NULL,NULL,,,0,7/20/2016 4:06,1
2102,302,129,1899,NULL,NULL,,,0,7/20/2016 4:12,1
2103,302,27,1900,NULL,NULL,,,0,7/20/2016 4:12,1
2104,302,23,1901,NULL,NULL,,,0,7/20/2016 4:13,1
2105,302,12,1902,NULL,NULL,,,0,7/20/2016 4:13,1
2106,302,20,1903,NULL,NULL,,,0,7/20/2016 4:13,1
2107,302,24,1904,NULL,NULL,,,0,7/20/2016 4:13,1
2108,302,21,1905,NULL,NULL,,,0,7/20/2016 4:14,1
2109,302,19,1906,NULL,NULL,,,0,7/20/2016 4:14,1
2110,302,25,1907,NULL,NULL,,,0,7/20/2016 4:14,1
2111,302,26,1908,NULL,NULL,,,0,7/20/2016 4:14,1
2112,302,6,1909,NULL,NULL,,,0,7/20/2016 4:15,1
2113,303,129,1910,NULL,NULL,,,0,7/20/2016 4:38,1
2114,303,27,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2115,303,23,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2116,303,12,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2117,303,20,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2118,303,24,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2119,303,21,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2120,303,19,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2121,303,25,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2122,303,26,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2123,303,6,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2124,298,129,1809,0000-00-00 00:00:00,0,,,0,7/20/2016 5:16,1
2125,299,129,1798,NULL,NULL,,,0,0000-00-00 00:00:00,1
2126,300,129,1824,NULL,NULL,,,0,7/20/2016 5:22,1
2127,275,4,1922,0000-00-00 00:00:00,0,,,0,7/20/2016 13:17,1
2128,275,5,1923,0000-00-00 00:00:00,0,,,0,7/20/2016 13:21,1
2129,275,6,1924,0000-00-00 00:00:00,0,,,0,7/20/2016 13:24,1
2130,275,7,1925,0000-00-00 00:00:00,0,,,0,7/20/2016 13:24,1
2131,275,8,1926,0000-00-00 00:00:00,0,,,0,7/20/2016 13:24,1
2132,293,1,1927,0000-00-00 00:00:00,0,,,0,7/20/2016 13:43,1
2133,293,20,1928,0000-00-00 00:00:00,0,,,0,7/20/2016 13:48,1
2134,293,21,1929,0000-00-00 00:00:00,0,,,0,7/20/2016 13:48,1
2135,293,19,1930,0000-00-00 00:00:00,0,,,0,7/20/2016 13:49,1
2136,293,6,1931,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2137,293,8,1932,0000-00-00 00:00:00,0,,,0,7/20/2016 13:49,1
2138,305,129,1933,0000-00-00 00:00:00,0,,,0,7/20/2016 14:13,1
2139,305,1,1934,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2140,305,2,1935,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2141,305,3,1936,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2142,305,4,1937,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2143,305,5,1938,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2144,305,6,1939,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2145,305,7,1940,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2146,305,8,1941,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2147,294,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2148,294,20,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2149,294,21,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2150,294,19,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2151,294,14,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2152,294,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2153,294,18,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2161,294,8,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2162,287,12,1950,NULL,NULL,,,0,0000-00-00 00:00:00,1
2163,287,1,1951,NULL,NULL,,,0,0000-00-00 00:00:00,1
2164,287,2,1952,NULL,NULL,,,0,0000-00-00 00:00:00,1
2165,287,5,1953,NULL,NULL,,,0,0000-00-00 00:00:00,1
2166,287,13,1954,NULL,NULL,,,0,0000-00-00 00:00:00,1
2167,287,6,1955,NULL,NULL,,,0,0000-00-00 00:00:00,1
2168,287,14,1956,NULL,NULL,,,0,0000-00-00 00:00:00,1
2169,287,7,1957,NULL,NULL,,,0,0000-00-00 00:00:00,1
2170,287,8,1958,NULL,NULL,,,0,0000-00-00 00:00:00,1
2171,306,1,1959,NULL,NULL,,,0,0000-00-00 00:00:00,1
2172,306,2,1960,NULL,NULL,,,0,0000-00-00 00:00:00,1
2173,306,3,1961,NULL,NULL,,,0,0000-00-00 00:00:00,1
2177,306,6,1965,NULL,NULL,,,0,0000-00-00 00:00:00,1
2175,306,4,1963,NULL,NULL,,,0,0000-00-00 00:00:00,1
2176,306,5,1964,NULL,NULL,,,0,0000-00-00 00:00:00,1
2178,306,7,1966,NULL,NULL,,,0,0000-00-00 00:00:00,1
2179,306,8,1967,NULL,NULL,,,0,0000-00-00 00:00:00,1
2180,272,1,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2181,272,2,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2182,272,3,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2183,272,4,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2184,272,123,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2185,272,6,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2186,272,7,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2187,272,8,1,0000-00-00 00:00:00,,,,0,0000-00-00 00:00:00,1
2188,288,8,1976,NULL,NULL,,,0,0000-00-00 00:00:00,1
2189,288,7,1977,NULL,NULL,,,0,0000-00-00 00:00:00,1
2190,288,1,1978,NULL,NULL,,,0,0000-00-00 00:00:00,1
2191,288,5,1979,NULL,NULL,,,0,0000-00-00 00:00:00,1
2192,288,2,1980,NULL,NULL,,,0,0000-00-00 00:00:00,1
2199,306,59,1986,NULL,NULL,,,165,8/7/2016 11:12,1
2195,288,3,1981,NULL,NULL,,,0,0000-00-00 00:00:00,1
2196,288,4,1982,NULL,NULL,,,0,0000-00-00 00:00:00,1
2197,288,6,1983,NULL,NULL,,,0,0000-00-00 00:00:00,1
2198,288,13,1985,NULL,NULL,,,0,0000-00-00 00:00:00,1
2200,295,129,1988,NULL,NULL,,,0,8/4/2016 17:15,1
2201,276,129,1984,0000-00-00 00:00:00,0,,,165,8/14/2016 13:06,1
2202,277,129,1989,0000-00-00 00:00:00,0,,,0,8/4/2016 17:32,1
2203,307,129,1990,0000-00-00 00:00:00,0,,,0,8/4/2016 17:36,1
2204,307,1,1991,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2205,295,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2206,295,20,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2207,295,21,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2208,295,19,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2209,295,14,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2210,295,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2211,295,18,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2212,295,8,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2215,276,3,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2214,276,2,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2213,276,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2216,276,4,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2217,276,5,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2218,276,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2219,307,2,1994,NULL,NULL,,,0,0000-00-00 00:00:00,1
2220,307,3,1996,NULL,NULL,,,0,8/6/2016 17:35,1
2221,276,7,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2222,276,8,3,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2225,307,6,2000,NULL,NULL,,,0,8/6/2016 19:25,1
2223,307,4,1998,NULL,NULL,,,0,8/6/2016 18:52,1
2224,307,5,1999,NULL,NULL,,,0,8/6/2016 19:03,1
2226,307,7,2001,NULL,NULL,,,0,8/6/2016 20:40,1
2227,307,8,2002,NULL,NULL,,,0,8/6/2016 21:07,1
2228,277,1,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2229,277,2,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2230,277,3,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2231,277,4,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2232,277,5,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2233,277,6,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2234,277,7,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
2235,277,8,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
